ID,Modul,Nama Kasus Uji,Tujuan Pengujian,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis Pengujian,Level,Teknologi,File Sumber,Referensi Test,Job CI,Status
TC-PT2-010,Profil Talenta,Test cv parser.py — TestSkillTaxonomy,Ekstraksi data terstruktur dari teks CV,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_cv_parser.py. 3. Jalankan blok ""Test cv parser.py — TestSkillTaxonomy"".","Pendidikan, pengalaman, dan skill terekstraksi dari teks CV. Teks kosong tidak menghasilkan data karangan.",4,TDD (unit),Unit,Python,apps/ai-service/tests/test_cv_parser.py,1) All alias targets exist in db; 2) No duplicate skills; 3) Skill aliases not empty; 4) Skill db not empty,test-python,Lulus
TC-PT2-011,Profil Talenta,Test cv ssrf.py,Penolakan URL internal saat mengunduh CV,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_cv_ssrf.py. 3. Jalankan blok ""Test cv ssrf.py"".",URL yang mengarah ke alamat internal ditolak sebelum diunduh.,8,TDD (unit),Unit,Python,apps/ai-service/tests/test_cv_ssrf.py,1) Metadata url is rejected at the endpoint; 2) Absolute url on our storage is allowed; 3) Empty is refused; 4) Foreign absolute urls are refused; 5) Internal s3 endpoint is allowed; 6) Leading slash is tolerated; 7) Object key resolves to bucket; 8) Path traversal is refused,test-python,Lulus
TC-PT2-012,Profil Talenta,Test parse cv auth.py,Otorisasi endpoint parsing CV,"1. Jalankan cd apps/ai-service && uv run pytest. 2. Buka apps/ai-service/tests/test_parse_cv_auth.py. 3. Jalankan blok ""Test parse cv auth.py"".",Endpoint parsing CV menolak pemanggil tanpa otorisasi.,5,TDD (unit),Unit,Python,apps/ai-service/tests/test_parse_cv_auth.py,1) No write route is missing the dependency; 2) The router has routes to check; 3) Accepts the right secret; 4) Rejects a request with no header; 5) Rejects a wrong secret,test-python,Lulus
TC-PT2-013,Profil Talenta,Cv verification,Status verifikasi talenta setelah CV terbaca,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/cv-verification.test.ts. 3. Jalankan blok ""Cv verification"".","Status talenta berubah menjadi verified setelah CV terbaca, dan tidak berubah saat parsing gagal.",8,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/cv-verification.test.ts,1) Sits between an empty parse and a usable one; 2) Accepts a strong regex fallback; 3) Leaves a weak parse unverified; 4) Leaves an empty parse unverified; 5) Never verifies on an out-of-range score; 6) Treats a missing score as unverified; 7) Verifies a confident parse; 8) Verifies at the threshold,test-unit,Lulus
TC-PT2-014,Profil Talenta,Talent skills atomicity,Profil dan skill talenta tersimpan dalam satu transaksi,"1. Jalankan bun run test. 2. Buka apps/project-service/src/repositories/talent-skills-atomicity.test.ts. 3. Jalankan blok ""Talent skills atomicity"".","Profil dan skill tersimpan dalam satu transaksi. Daftar skill kosong berarti tidak berubah, dan edit profil tidak mereset status verifikasi.",5,TDD (unit),Integrasi database,TypeScript,apps/project-service/src/repositories/talent-skills-atomicity.test.ts,1) Inserts the skills in one statement; 2) Leaves the skills alone when none were supplied; 3) Never resets verification on an edit; 4) Resolves the taxonomy before opening the write; 5) Writes the profile and its skills together,test-unit,Lulus
TC-PT2-015,Profil Talenta,Talent profile exposure — GET /user/:userId,Profil talenta menyembunyikan kontak dan data internal,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/talent-profile-exposure.test.ts. 3. Jalankan blok ""Talent profile exposure — GET /user/:userId"".","Profil publik menampilkan alias, asal kampus, dan latar belakang, tanpa kontak langsung dan data internal.",2,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/talent-profile-exposure.test.ts,1) Gates the full row on the caller being that user; 2) Projects for anyone who is not the profile owner,test-unit,Lulus
TC-PT2-016,Profil Talenta,Talent ratings self,Talenta hanya melihat rating miliknya sendiri,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/talent-ratings-self.test.ts. 3. Jalankan blok ""Talent ratings self"".",Talenta hanya melihat rating miliknya sendiri.,2,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/talent-ratings-self.test.ts,"1) Derives the talent from the session, not a query param; 2) Does not read userId from the query",test-unit,Lulus
TC-PT2-017,Profil Talenta,Talents route order,Urutan route talenta agar path statis tidak tertimpa parameter,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/talents-route-order.test.ts. 3. Jalankan blok ""Talents route order"".","Route dengan path statis didaftarkan sebelum route berparameter, sehingga tidak tertimpa.",2,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/talents-route-order.test.ts,1) Is not shadowed by /talents/:id; 2) Is registered before the parameter route,test-unit,Lulus
TC-PT2-018,Profil Talenta,Upload parse cv — A CV storage no longer holds / POST /parse-cv,Alur unggah lalu parsing CV,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/upload-parse-cv.test.ts. 3. Jalankan blok ""Upload parse cv — A CV storage no longer holds / POST /parse-cv"".","Unggah lalu parsing berjalan berurutan, dan hasilnya tersimpan ke profil.",12,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,"1) Creates no profile for a CV that was never stored; 2) Forgets the dead key so the re-parse button stops offering a retry; 3) Leaves an existing parse alone while clearing the key; 4) Reports a missing CV rather than an unavailable service; 5) Names the session user, not a caller-supplied id; 6) Parses a key the caller was given; 7) Rejects a key minted for a different user; 8) Rejects a request with no token; 9) Rejects a token from a different key; 10) Reports upstream failure instead of an empty parse; 11) Sends a presigned URL, not a bare key; 12) Sends the inter-service secret downstream",test-unit,Lulus
TC-PT2-019,Profil Talenta,Upload parse cv — Parse result persistence / Profile edits do not revoke verification,Alur unggah lalu parsing CV,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/upload-parse-cv.test.ts. 3. Jalankan blok ""Upload parse cv — Parse result persistence / Profile edits do not revoke verification"".","Unggah lalu parsing berjalan berurutan, dan hasilnya tersimpan ke profil.",8,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/upload-parse-cv.test.ts,"1) Creates the profile when none exists yet; 2) Leaves a talent unverified when the parse recovered nothing; 3) Records the CV key when parsing fails, without a fake parse; 4) Stores the parsed data and the key on the profile; 5) Updates in place when the profile exists; 6) Verifies the talent on a confident parse; 7) Writes nothing when the token does not match; 8) Leaves verificationStatus alone on update",test-unit,Lulus
TC-PT2-020,Profil Talenta,Talent nav,Navigasi area talenta,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/talent-nav.test.ts. 3. Jalankan blok ""Talent nav"".",Menu talenta hanya menampilkan halaman yang memang ada.,2,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/talent-nav.test.ts,"1) Links each active-project card to the project detail; 2) Sends the talent back to their own home, not the owner project list",test-unit,Lulus
TC-PT2-021,Profil Talenta,Enums — AssessmentStage (+11 blok lain),Nilai enum bersama antar service,"1. Jalankan bun run test. 2. Buka packages/shared/src/enums.test.ts. 3. Jalankan blok ""Enums — AssessmentStage (+11 blok lain)"".","Nilai enum sama antara database, shared package, dan kode pemakainya.",11,TDD (unit),Unit,TypeScript,packages/shared/src/enums.test.ts,1) Has cv_parsing only; 2) Has 4 types; 3) Has 6 types; 4) Has 5 types; 5) Has member and moderator; 6) Has 2 types; 7) Has 3 types; 8) Has debit and credit; 9) Has id and en; 10) Has individual and integration; 11) Has 8 types,test-unit,Lulus
TC-S-001,Sengketa,Project Lifecycle — Dispute can be resolved to continue,Skenario siklus hidup proyek dari draft sampai selesai,"1. Given a project in ""disputed"" status  2. When transitioned to ""in_progress""",Proyek berjalan dari draft sampai selesai mengikuti urutan status yang sah.,1,BDD (skenario),Skenario,TypeScript,apps/project-service/src/features/project-lifecycle.spec.ts,the transition should succeed,test-unit,Lulus
TC-S-002,Sengketa,Dispute.service — Moving a dispute along / Refusing to resolve,"Alur resolusi sengketa, dana dikembalikan sebelum status ditutup","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/dispute.service.test.ts. 3. Jalankan blok ""Dispute.service — Moving a dispute along / Refusing to resolve"".","Dana dikembalikan sebelum sengketa ditandai selesai, sehingga refund gagal berarti sengketa tetap terbuka. Refund dikunci pada satu dispute agar percobaan ulang tidak membayar dua kali.",7,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/dispute.service.test.ts,1) Lets an admin escalate; 2) Refuses a transition the state machine does not allow; 3) Refuses to let a party escalate their own dispute; 4) Refuses to move a resolved dispute; 5) Rejects a dispute that does not exist; 6) Refuses when the project behind the dispute is gone; 7) Rejects one that is already resolved,test-unit,Lulus
TC-S-003,Sengketa,Schemas — CreateDisputeSchema (+6 blok lain),Schema validasi bersama,"1. Jalankan bun run test. 2. Buka packages/shared/src/schemas.test.ts. 3. Jalankan blok ""Schemas — CreateDisputeSchema (+6 blok lain)"".",Schema bersama menolak input tidak valid sebelum sampai ke service.,12,TDD (unit),Unit,TypeScript,packages/shared/src/schemas.test.ts,1) Validates dispute; 2) Accepts evidence URLs; 3) Creates response schema; 4) Rejects rating out of range; 5) Validates review; 6) Rejects invalid severity; 7) Validates revision request; 8) Validates time log; 9) Accepts valid UUID; 10) Rejects non-UUID; 11) Accepts valid +62 numbers; 12) Rejects invalid formats,test-unit,Lulus
TC-UI-001,Umum & Infrastruktur,I18n — The switchers,Kelengkapan terjemahan Indonesia dan Inggris,"1. Jalankan bun run test. 2. Buka apps/web/src/lib/i18n.test.ts. 3. Jalankan blok ""I18n — The switchers"".",Setiap kunci terjemahan ada di berkas Indonesia dan Inggris.,2,TDD (unit),Unit,TypeScript,apps/web/src/lib/i18n.test.ts,1) Compares resolvedLanguage in the authenticated shell; 2) Compares resolvedLanguage in the public header,test-unit,Lulus
TC-UI-002,Umum & Infrastruktur,Landing honesty,Angka di landing page berasal dari data nyata,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/landing-honesty.test.ts. 3. Jalankan blok ""Landing honesty"".","Angka di landing page berasal dari endpoint statistik, bukan nilai tetap.",4,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/landing-honesty.test.ts,1) Renders each stat from the fetched object; 2) Shows no invented rating; 3) Invents no person when there are no reviews; 4) Still renders real ones,test-unit,Lulus
TC-UI-003,Umum & Infrastruktur,Public scope render,Tampilan scope publik di halaman proyek,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/public-scope-render.test.ts. 3. Jalankan blok ""Public scope render"".",Halaman publik menampilkan scope dan tidak pernah membaca field harga.,4,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/public-scope-render.test.ts,1) Has both locales for the headings it introduces; 2) Never reads a price off the scope; 3) Renders the scope the backend serves; 4) Shows the work packages with their deliverables and criteria,test-unit,Lulus
TC-UI-004,Umum & Infrastruktur,Toast subscription,Komponen tidak render ulang tiap notifikasi toast muncul,"1. Jalankan bun run test. 2. Buka apps/web/src/stores/toast-subscription.test.ts. 3. Jalankan blok ""Toast subscription"".","Komponen berlangganan aksi toast saja, sehingga notifikasi tidak merender ulang seluruh halaman.",1,TDD (unit),Unit,TypeScript,apps/web/src/stores/toast-subscription.test.ts,1) Select the action rather than the whole store,test-unit,Lulus
TC-UI-005,Umum & Infrastruktur,Enums — PenaltyType (+8 blok lain),Nilai enum bersama antar service,"1. Jalankan bun run test. 2. Buka packages/shared/src/enums.test.ts. 3. Jalankan blok ""Enums — PenaltyType (+8 blok lain)"".","Nilai enum sama antara database, shared package, dan kode pemakainya.",11,TDD (unit),Unit,TypeScript,packages/shared/src/enums.test.ts,"1) Has 4 types; 2) Has 4 levels; 3) Has 5 categories; 4) Has all categories; 5) Has all 18 states; 6) Includes lifecycle states; 7) Has 3 types; 8) Has 2 types; 9) Has minor, moderate, major; 10) Has 7 categories; 11) Has 3 tiers",test-unit,Lulus
TC-UI-006,Umum & Infrastruktur,Errors — AuthError / NotFoundError,Katalog kode error bersama,"1. Jalankan bun run test. 2. Buka packages/shared/src/errors.test.ts. 3. Jalankan blok ""Errors — AuthError / NotFoundError"".",Setiap kode error punya pasangan status HTTP dan kunci pesan.,8,TDD (unit),Unit,TypeScript,packages/shared/src/errors.test.ts,1) Accepts custom message; 2) Accepts specific code; 3) Defaults to unauthorized; 4) Handles all auth codes; 5) Sets name to AuthError; 6) Creates with resource name; 7) Defaults to NOT_FOUND code; 8) Sets name to NotFoundError,test-unit,Lulus
TC-UI-007,Umum & Infrastruktur,Schemas — LoginSchema (+3 blok lain),Schema validasi bersama,"1. Jalankan bun run test. 2. Buka packages/shared/src/schemas.test.ts. 3. Jalankan blok ""Schemas — LoginSchema (+3 blok lain)"".",Schema bersama menolak input tidak valid sebelum sampai ke service.,9,TDD (unit),Unit,TypeScript,packages/shared/src/schemas.test.ts,1) Rejects empty password; 2) Validates correct login; 3) Creates paginated schema; 4) Accepts custom values; 5) Coerces string to number; 6) Has defaults; 7) Rejects pageSize over 100; 8) Accepts deliverables; 9) Validates submission,test-unit,Lulus
